Evaluation_ID,Date,Agent,Team,Supervisor,Process,Evaluation_Score,Errors,Critical_Error,Customer_Satisfaction,Resolution_Time_Min,Status
102229,2026-03-15,Agent 079,Team D,Supervisor 3,Retention,93.4,2,No,4.2,8.7,Pass
102230,2026-08-21,Agent 057,Team E,Supervisor 1,Retention,100.0,3,No,3.8,3.6,Pass
102231,2026-08-12,Agent 043,Team A,Supervisor 3,Technical Support,100.0,1,No,4.2,11.9,Pass
102232,2026-08-14,Agent 052,Team E,Supervisor 5,Verification,99.9,1,No,4.3,6.3,Pass
102233,2026-03-04,Agent 089,Team A,Supervisor 2,General Inquiry,97.8,2,No,4.5,8.8,Pass
102234,2026-06-05,Agent 077,Team B,Supervisor 1,Verification,83.1,3,No,4.2,7.2,Fail
102235,2026-03-01,Agent 006,Team A,Supervisor 2,Verification,99.6,0,No,4.1,7.7,Pass
102236,2026-03-20,Agent 002,Team A,Supervisor 1,Retention,100.0,2,No,4.8,10.9,Pass
102237,2026-08-10,Agent 017,Team A,Supervisor 2,Verification,89.7,0,No,4.8,9.9,Pass
102238,2026-02-06,Agent 088,Team C,Supervisor 4,Technical Support,85.6,1,No,3.7,7.5,Pass
102239,2026-08-09,Agent 012,Team D,Supervisor 1,Billing,87.2,2,No,4.3,5.7,Pass
102240,2026-01-22,Agent 044,Team E,Supervisor 1,Billing,92.7,1,No,4.1,10.7,Pass
102241,2026-07-15,Agent 054,Team C,Supervisor 3,Billing,83.7,2,No,4.7,11.9,Fail
102242,2026-05-28,Agent 078,Team A,Supervisor 4,Verification,85.1,2,No,4.1,8.9,Pass
102243,2026-04-06,Agent 007,Team A,Supervisor 2,General Inquiry,93.1,0,No,4.7,8.3,Pass
102244,2026-08-16,Agent 090,Team C,Supervisor 4,Billing,84.3,0,No,3.7,5.4,Fail
102245,2026-08-30,Agent 032,Team D,Supervisor 2,Billing,88.3,1,No,3.7,3.4,Pass
102246,2026-03-09,Agent 029,Team D,Supervisor 1,Verification,100.0,1,No,4.4,3.3,Pass
102247,2026-08-07,Agent 046,Team C,Supervisor 3,Verification,98.6,1,No,4.3,9.8,Pass
102248,2026-07-11,Agent 073,Team A,Supervisor 2,Technical Support,100.0,0,No,4.2,9.0,Pass
102249,2026-01-17,Agent 078,Team C,Supervisor 1,Billing,76.4,1,No,3.3,12.1,Fail
102250,2026-01-12,Agent 053,Team C,Supervisor 5,Technical Support,100.0,0,No,4.4,13.6,Pass
102251,2026-05-30,Agent 081,Team C,Supervisor 5,Technical Support,88.2,0,No,4.5,10.9,Pass
102252,2026-05-25,Agent 025,Team A,Supervisor 5,General Inquiry,97.4,5,No,5.0,5.1,Pass
102253,2026-05-18,Agent 053,Team A,Supervisor 1,Verification,100.0,2,No,3.5,6.2,Pass
102254,2026-04-28,Agent 094,Team E,Supervisor 1,Verification,93.0,1,No,4.9,7.8,Pass
102255,2026-07-12,Agent 029,Team C,Supervisor 2,Technical Support,80.4,1,No,4.0,10.2,Fail
102256,2026-01-22,Agent 093,Team D,Supervisor 3,Technical Support,77.7,0,No,3.4,9.2,Fail
102257,2026-08-06,Agent 082,Team B,Supervisor 2,Verification,84.0,0,No,3.8,7.3,Fail
102258,2026-04-30,Agent 095,Team C,Supervisor 4,Verification,81.9,2,No,3.5,10.0,Fail
102259,2026-07-29,Agent 083,Team B,Supervisor 1,General Inquiry,85.2,4,Yes,3.5,12.1,Pass
102260,2026-02-19,Agent 081,Team B,Supervisor 1,Verification,84.9,2,No,4.3,8.2,Fail
102261,2026-01-14,Agent 006,Team C,Supervisor 3,Retention,95.2,1,No,3.8,9.2,Pass
102262,2026-07-11,Agent 076,Team C,Supervisor 2,Retention,90.6,1,No,3.9,8.8,Pass
102263,2026-06-24,Agent 038,Team B,Supervisor 2,General Inquiry,97.1,1,No,4.2,3.3,Pass
102264,2026-01-29,Agent 003,Team B,Supervisor 1,Verification,83.6,3,No,3.1,6.9,Fail
102265,2026-07-23,Agent 035,Team D,Supervisor 5,Verification,89.8,3,No,4.5,8.0,Pass
102266,2026-06-13,Agent 055,Team B,Supervisor 2,Technical Support,83.5,1,No,3.5,7.3,Fail
102267,2026-08-15,Agent 047,Team B,Supervisor 4,Technical Support,86.4,1,No,3.7,14.8,Pass
102268,2026-06-29,Agent 033,Team D,Supervisor 5,Retention,93.8,0,No,4.7,12.9,Pass
102269,2026-05-05,Agent 093,Team D,Supervisor 5,Retention,93.3,1,No,4.5,11.6,Pass
102270,2026-07-23,Agent 003,Team E,Supervisor 2,Verification,88.6,2,No,3.8,6.3,Pass
102271,2026-01-07,Agent 069,Team C,Supervisor 5,Technical Support,97.6,0,No,4.7,12.9,Pass
102272,2026-01-29,Agent 059,Team B,Supervisor 4,Retention,70.2,2,Yes,3.1,12.7,Fail
102273,2026-05-19,Agent 078,Team E,Supervisor 2,Billing,87.4,0,No,5.0,4.0,Pass
102274,2026-02-02,Agent 100,Team B,Supervisor 3,General Inquiry,96.3,1,No,3.9,11.8,Pass
102275,2026-05-14,Agent 092,Team D,Supervisor 2,Technical Support,98.3,1,No,4.3,12.9,Pass
102276,2026-04-21,Agent 096,Team A,Supervisor 1,Retention,92.3,1,No,4.9,7.3,Pass
102277,2026-03-20,Agent 018,Team D,Supervisor 3,Verification,81.7,0,No,3.4,9.0,Fail
102278,2026-06-09,Agent 077,Team E,Supervisor 2,General Inquiry,90.3,3,No,4.7,7.5,Pass
102279,2026-06-28,Agent 066,Team C,Supervisor 5,Technical Support,87.1,2,No,3.8,12.9,Pass
102280,2026-07-22,Agent 025,Team C,Supervisor 1,Verification,82.0,0,No,3.9,11.6,Fail
102281,2026-02-27,Agent 020,Team E,Supervisor 1,Verification,97.1,3,No,4.0,11.5,Pass
102282,2026-08-03,Agent 071,Team A,Supervisor 3,Technical Support,91.9,2,No,4.3,11.3,Pass
102283,2026-01-26,Agent 075,Team B,Supervisor 4,Verification,94.3,1,No,4.2,13.0,Pass
102284,2026-08-14,Agent 069,Team E,Supervisor 1,Verification,82.7,1,No,3.9,4.2,Fail
102285,2026-06-23,Agent 029,Team D,Supervisor 2,Verification,82.0,1,No,4.0,9.0,Fail
102286,2026-08-14,Agent 018,Team C,Supervisor 5,General Inquiry,98.1,4,No,4.6,3.5,Pass
102287,2026-01-29,Agent 072,Team D,Supervisor 3,Billing,100.0,1,No,4.0,6.6,Pass
102288,2026-01-04,Agent 027,Team B,Supervisor 4,General Inquiry,78.8,0,No,3.7,4.5,Fail
102289,2026-07-28,Agent 042,Team A,Supervisor 5,Retention,93.9,1,No,4.6,11.8,Pass
102290,2026-04-09,Agent 066,Team B,Supervisor 4,Retention,80.9,2,No,4.0,13.0,Fail
102291,2026-05-21,Agent 099,Team B,Supervisor 3,General Inquiry,76.1,0,No,3.3,9.1,Fail
102292,2026-08-21,Agent 026,Team C,Supervisor 3,Verification,84.6,1,No,4.5,5.8,Fail
102293,2026-02-08,Agent 023,Team B,Supervisor 4,Retention,82.1,0,No,2.9,11.9,Fail
102294,2026-01-15,Agent 005,Team C,Supervisor 1,Retention,92.3,1,No,4.4,8.9,Pass
102295,2026-04-29,Agent 080,Team A,Supervisor 3,Billing,79.2,1,No,4.8,7.3,Fail
102296,2026-01-29,Agent 011,Team A,Supervisor 4,Technical Support,94.4,4,No,4.6,12.0,Pass
102297,2026-06-06,Agent 019,Team B,Supervisor 1,General Inquiry,90.7,1,No,3.4,7.8,Pass
102298,2026-03-16,Agent 080,Team C,Supervisor 1,General Inquiry,90.7,1,No,4.1,8.0,Pass
102299,2026-04-26,Agent 096,Team B,Supervisor 3,Billing,99.5,1,Yes,5.0,11.2,Pass
102300,2026-02-01,Agent 012,Team C,Supervisor 2,Billing,98.3,2,No,4.3,4.5,Pass
102301,2026-05-10,Agent 002,Team B,Supervisor 4,Verification,99.5,2,No,3.8,5.8,Pass
102302,2026-06-24,Agent 043,Team A,Supervisor 5,Verification,87.1,1,No,3.5,13.6,Pass
102303,2026-07-25,Agent 022,Team E,Supervisor 2,Billing,95.3,0,No,4.1,8.2,Pass
102304,2026-03-25,Agent 026,Team B,Supervisor 1,Verification,84.8,0,Yes,4.7,8.5,Fail
102305,2026-01-22,Agent 033,Team E,Supervisor 5,General Inquiry,92.6,3,No,4.0,7.8,Pass
102306,2026-07-22,Agent 024,Team E,Supervisor 2,General Inquiry,95.7,0,Yes,3.9,7.4,Pass
102307,2026-01-27,Agent 069,Team D,Supervisor 1,Verification,82.7,0,No,4.4,12.3,Fail
102308,2026-07-14,Agent 021,Team C,Supervisor 5,General Inquiry,90.0,0,No,4.3,5.2,Pass
102309,2026-03-22,Agent 046,Team D,Supervisor 5,Technical Support,85.6,2,No,2.9,13.5,Pass
102310,2026-05-06,Agent 018,Team E,Supervisor 1,Billing,95.6,0,No,4.2,6.0,Pass
102311,2026-08-24,Agent 005,Team D,Supervisor 3,Verification,82.7,0,No,3.3,10.0,Fail
102312,2026-07-03,Agent 008,Team A,Supervisor 1,General Inquiry,95.3,1,No,4.1,6.9,Pass
102313,2026-04-02,Agent 085,Team A,Supervisor 4,General Inquiry,89.6,1,No,3.1,9.2,Pass
102314,2026-08-09,Agent 057,Team A,Supervisor 1,Technical Support,95.6,4,No,3.9,11.1,Pass
102315,2026-01-21,Agent 005,Team A,Supervisor 4,General Inquiry,94.5,1,No,4.2,12.7,Pass
102316,2026-02-16,Agent 013,Team A,Supervisor 5,Technical Support,89.0,0,No,3.9,10.4,Pass
102317,2026-07-27,Agent 083,Team C,Supervisor 1,Technical Support,97.1,2,No,4.3,10.8,Pass
102318,2026-04-11,Agent 093,Team C,Supervisor 2,Verification,81.3,0,No,4.5,4.9,Fail
102319,2026-07-06,Agent 066,Team D,Supervisor 1,Verification,85.8,2,No,4.1,5.3,Pass
102320,2026-03-25,Agent 037,Team B,Supervisor 3,Verification,77.9,0,No,4.0,11.4,Fail
102321,2026-01-06,Agent 090,Team A,Supervisor 1,General Inquiry,79.8,2,No,3.1,10.4,Fail
102322,2026-05-27,Agent 029,Team D,Supervisor 1,Verification,83.7,4,No,4.2,13.6,Fail
102323,2026-07-04,Agent 069,Team C,Supervisor 5,General Inquiry,88.7,0,No,4.8,11.3,Pass
102324,2026-07-16,Agent 032,Team D,Supervisor 3,Retention,91.9,0,No,4.4,9.0,Pass
102325,2026-05-11,Agent 048,Team B,Supervisor 1,Technical Support,85.1,2,No,4.0,9.7,Pass
102326,2026-01-01,Agent 002,Team D,Supervisor 2,Billing,94.7,1,No,3.8,5.7,Pass
102327,2026-02-27,Agent 069,Team D,Supervisor 5,Verification,92.8,0,No,4.0,7.5,Pass
102328,2026-05-04,Agent 097,Team D,Supervisor 4,Technical Support,90.6,0,No,3.8,13.5,Pass
102329,2026-06-15,Agent 051,Team A,Supervisor 3,General Inquiry,100.0,2,No,4.3,8.8,Pass
102330,2026-01-15,Agent 035,Team E,Supervisor 3,General Inquiry,86.1,0,No,4.0,5.8,Pass
102331,2026-06-11,Agent 083,Team B,Supervisor 5,Billing,88.2,3,No,5.0,11.3,Pass
102332,2026-07-08,Agent 015,Team A,Supervisor 4,General Inquiry,94.1,1,No,4.3,6.8,Pass
102333,2026-06-12,Agent 099,Team D,Supervisor 5,Retention,99.9,1,No,4.8,13.0,Pass
102334,2026-03-05,Agent 072,Team C,Supervisor 3,Retention,96.9,1,No,3.5,8.8,Pass
102335,2026-08-29,Agent 065,Team A,Supervisor 5,Verification,77.8,0,No,3.8,5.8,Fail
102336,2026-01-25,Agent 038,Team D,Supervisor 5,Retention,82.3,1,No,4.7,8.1,Fail
102337,2026-01-24,Agent 086,Team C,Supervisor 5,Verification,86.2,2,No,4.9,11.8,Pass
102338,2026-01-12,Agent 017,Team D,Supervisor 3,Technical Support,84.6,1,No,3.2,11.8,Fail
102339,2026-01-18,Agent 080,Team D,Supervisor 1,Retention,81.7,4,No,3.8,10.9,Fail
102340,2026-01-15,Agent 045,Team A,Supervisor 4,Verification,84.9,1,No,4.4,2.0,Fail
102341,2026-08-24,Agent 001,Team D,Supervisor 3,General Inquiry,81.5,0,No,3.3,8.2,Fail
102342,2026-07-27,Agent 003,Team B,Supervisor 1,General Inquiry,90.5,0,No,4.2,7.4,Pass
102343,2026-01-27,Agent 070,Team C,Supervisor 4,Technical Support,93.4,0,No,4.4,13.5,Pass
102344,2026-03-13,Agent 052,Team A,Supervisor 5,Retention,90.2,2,No,4.6,7.1,Pass
102345,2026-03-01,Agent 053,Team C,Supervisor 1,Billing,100.0,1,No,4.1,6.5,Pass
102346,2026-06-23,Agent 003,Team D,Supervisor 2,Billing,77.5,0,No,3.7,9.6,Fail
102347,2026-08-05,Agent 094,Team E,Supervisor 4,Retention,100.0,3,No,4.3,11.8,Pass
102348,2026-05-25,Agent 047,Team B,Supervisor 1,Verification,85.7,1,No,3.9,7.7,Pass
102349,2026-04-03,Agent 075,Team A,Supervisor 4,Technical Support,80.6,2,No,3.7,15.7,Fail
102350,2026-02-22,Agent 091,Team B,Supervisor 5,Technical Support,88.7,0,No,4.1,11.6,Pass
102351,2026-01-08,Agent 086,Team A,Supervisor 2,Retention,95.9,1,No,4.3,11.4,Pass
102352,2026-03-20,Agent 006,Team C,Supervisor 1,General Inquiry,98.1,5,No,4.6,7.4,Pass
102353,2026-01-27,Agent 046,Team E,Supervisor 3,Technical Support,90.6,2,No,3.8,12.3,Pass
102354,2026-06-23,Agent 095,Team A,Supervisor 4,General Inquiry,88.3,0,No,4.0,9.1,Pass
102355,2026-02-19,Agent 061,Team C,Supervisor 1,Technical Support,87.2,3,No,4.3,15.9,Pass
102356,2026-07-18,Agent 043,Team C,Supervisor 5,General Inquiry,97.4,1,No,3.6,4.1,Pass
102357,2026-05-11,Agent 056,Team A,Supervisor 4,Verification,83.5,1,No,4.4,7.4,Fail
102358,2026-04-03,Agent 070,Team B,Supervisor 1,Verification,84.5,1,No,4.4,11.7,Fail
102359,2026-07-11,Agent 020,Team E,Supervisor 5,Technical Support,100.0,2,No,4.8,11.2,Pass
102360,2026-06-21,Agent 047,Team B,Supervisor 4,Verification,87.4,4,No,2.6,7.3,Pass
102361,2026-06-30,Agent 054,Team D,Supervisor 5,General Inquiry,95.5,1,No,3.7,9.2,Pass
102362,2026-01-24,Agent 041,Team A,Supervisor 1,Verification,99.0,2,No,4.3,3.1,Pass
102363,2026-03-01,Agent 075,Team D,Supervisor 1,Technical Support,93.3,2,No,3.3,10.3,Pass
102364,2026-05-02,Agent 066,Team B,Supervisor 3,General Inquiry,87.5,1,No,4.2,12.6,Pass
102365,2026-05-11,Agent 031,Team B,Supervisor 5,Technical Support,81.0,1,No,3.3,10.4,Fail
102366,2026-05-28,Agent 064,Team A,Supervisor 4,Technical Support,88.0,2,No,3.8,11.8,Pass
102367,2026-02-15,Agent 090,Team A,Supervisor 4,Technical Support,98.5,2,No,4.8,13.9,Pass
102368,2026-01-15,Agent 091,Team E,Supervisor 3,Verification,92.4,2,No,4.0,8.2,Pass
102369,2026-06-02,Agent 058,Team C,Supervisor 2,Technical Support,84.8,2,No,4.7,6.0,Fail
102370,2026-08-10,Agent 055,Team D,Supervisor 3,General Inquiry,94.8,2,No,4.4,7.6,Pass
102371,2026-07-25,Agent 046,Team E,Supervisor 4,Verification,100.0,0,No,5.0,6.9,Pass
102372,2026-07-18,Agent 095,Team B,Supervisor 5,Retention,74.8,0,Yes,3.3,11.3,Fail
102373,2026-01-17,Agent 024,Team E,Supervisor 3,Technical Support,92.8,1,No,3.9,8.0,Pass
102374,2026-05-06,Agent 077,Team D,Supervisor 5,General Inquiry,90.6,0,No,3.9,8.2,Pass
102375,2026-08-24,Agent 089,Team C,Supervisor 2,Verification,99.8,0,No,4.3,8.5,Pass
102376,2026-03-25,Agent 037,Team E,Supervisor 4,Retention,93.6,0,No,4.6,10.8,Pass
102377,2026-08-16,Agent 041,Team A,Supervisor 2,General Inquiry,94.8,2,No,3.0,6.7,Pass
102378,2026-01-09,Agent 025,Team B,Supervisor 5,Verification,85.5,0,No,4.4,10.7,Pass
102379,2026-06-15,Agent 029,Team A,Supervisor 2,Billing,95.3,0,No,3.9,7.7,Pass
102380,2026-06-25,Agent 031,Team E,Supervisor 1,Technical Support,98.7,0,No,4.6,12.7,Pass
102381,2026-07-07,Agent 002,Team A,Supervisor 5,Verification,86.1,1,No,3.3,11.8,Pass
102382,2026-03-04,Agent 012,Team E,Supervisor 3,Verification,83.1,0,No,4.3,9.9,Fail
102383,2026-08-02,Agent 005,Team A,Supervisor 5,Verification,80.7,1,No,3.8,9.4,Fail
102384,2026-04-27,Agent 061,Team D,Supervisor 3,Verification,86.8,1,No,3.8,5.6,Pass
102385,2026-05-10,Agent 091,Team D,Supervisor 2,Technical Support,99.3,1,No,5.0,12.6,Pass
102386,2026-03-29,Agent 056,Team E,Supervisor 4,Technical Support,84.4,0,No,3.2,12.9,Fail
102387,2026-03-13,Agent 098,Team B,Supervisor 1,Technical Support,99.4,1,No,4.6,11.8,Pass
102388,2026-05-19,Agent 078,Team B,Supervisor 2,General Inquiry,89.6,5,No,3.7,9.3,Pass
102389,2026-03-05,Agent 071,Team E,Supervisor 5,Technical Support,80.3,4,No,4.3,12.6,Fail
102390,2026-07-24,Agent 037,Team E,Supervisor 4,General Inquiry,90.5,1,No,3.8,7.7,Pass
102391,2026-07-28,Agent 036,Team A,Supervisor 3,Technical Support,95.4,0,No,4.7,11.9,Pass
102392,2026-03-13,Agent 074,Team D,Supervisor 5,Technical Support,95.7,1,No,4.2,8.3,Pass
102393,2026-01-21,Agent 029,Team B,Supervisor 2,Verification,69.8,2,No,3.5,6.3,Fail
102394,2026-01-18,Agent 080,Team D,Supervisor 2,Billing,99.2,2,No,4.5,8.8,Pass
102395,2026-08-10,Agent 038,Team D,Supervisor 4,General Inquiry,96.0,3,No,4.3,6.0,Pass
102396,2026-03-05,Agent 085,Team D,Supervisor 5,General Inquiry,94.0,1,No,4.8,5.6,Pass
102397,2026-03-23,Agent 041,Team C,Supervisor 5,General Inquiry,100.0,0,No,4.6,8.3,Pass
102398,2026-04-20,Agent 033,Team A,Supervisor 3,Technical Support,88.1,1,No,4.1,10.1,Pass
102399,2026-08-27,Agent 093,Team C,Supervisor 2,Technical Support,87.3,1,No,4.0,10.4,Pass
102400,2026-04-05,Agent 081,Team D,Supervisor 1,Retention,100.0,3,No,4.7,7.4,Pass
102401,2026-06-15,Agent 013,Team E,Supervisor 2,Billing,86.9,1,No,3.9,8.5,Pass
102402,2026-02-01,Agent 006,Team C,Supervisor 1,Billing,89.0,1,No,3.9,12.4,Pass
102403,2026-01-11,Agent 066,Team B,Supervisor 4,Retention,73.1,2,No,4.2,9.5,Fail
102404,2026-02-14,Agent 008,Team A,Supervisor 4,Billing,100.0,1,No,4.9,5.1,Pass
102405,2026-08-05,Agent 064,Team D,Supervisor 2,Verification,83.3,1,No,3.9,10.7,Fail
102406,2026-02-02,Agent 096,Team C,Supervisor 2,General Inquiry,95.6,4,Yes,4.2,11.3,Pass
102407,2026-04-12,Agent 100,Team D,Supervisor 1,Technical Support,96.5,1,No,4.1,11.9,Pass
102408,2026-06-18,Agent 009,Team A,Supervisor 2,Billing,87.9,1,No,4.1,9.1,Pass
102409,2026-05-16,Agent 023,Team A,Supervisor 4,Technical Support,99.5,0,No,4.1,14.3,Pass
102410,2026-01-11,Agent 071,Team E,Supervisor 4,Verification,81.9,1,No,3.0,12.4,Fail
102411,2026-08-02,Agent 095,Team E,Supervisor 3,Billing,93.3,0,No,4.2,7.1,Pass
102412,2026-06-28,Agent 021,Team C,Supervisor 1,Technical Support,91.1,3,No,4.7,8.8,Pass
102413,2026-03-29,Agent 001,Team C,Supervisor 5,Verification,100.0,1,No,4.5,14.9,Pass
102414,2026-02-10,Agent 046,Team E,Supervisor 2,Retention,97.1,1,No,4.6,13.3,Pass
102415,2026-05-25,Agent 062,Team B,Supervisor 4,Verification,79.2,1,No,4.3,9.3,Fail
102416,2026-03-17,Agent 002,Team E,Supervisor 1,General Inquiry,100.0,1,No,3.9,3.6,Pass
102417,2026-05-01,Agent 075,Team A,Supervisor 3,Retention,93.4,3,No,5.0,11.2,Pass
102418,2026-02-15,Agent 082,Team E,Supervisor 1,Technical Support,96.7,2,No,4.0,11.8,Pass
102419,2026-06-09,Agent 044,Team C,Supervisor 2,General Inquiry,93.7,4,No,4.5,11.0,Pass
102420,2026-07-26,Agent 088,Team C,Supervisor 5,Verification,87.0,3,No,3.9,8.7,Pass
102421,2026-03-21,Agent 083,Team D,Supervisor 1,Retention,93.6,1,No,4.8,13.7,Pass
102422,2026-02-23,Agent 005,Team A,Supervisor 2,Verification,88.9,1,No,4.1,11.1,Pass
102423,2026-03-27,Agent 093,Team A,Supervisor 3,Billing,100.0,2,No,4.7,7.1,Pass
102424,2026-04-02,Agent 039,Team C,Supervisor 1,Billing,75.9,1,No,4.7,14.3,Fail
102425,2026-05-28,Agent 066,Team D,Supervisor 2,Technical Support,91.3,1,No,4.4,11.4,Pass
102426,2026-06-10,Agent 081,Team A,Supervisor 1,Retention,85.6,2,No,4.4,5.4,Pass
102427,2026-07-21,Agent 045,Team B,Supervisor 1,Verification,81.7,3,No,4.2,8.6,Fail
102428,2026-06-17,Agent 075,Team B,Supervisor 3,Technical Support,79.4,2,No,4.3,11.8,Fail
102429,2026-06-09,Agent 013,Team D,Supervisor 1,Billing,87.5,1,No,3.7,6.0,Pass
102430,2026-08-30,Agent 093,Team E,Supervisor 3,Verification,84.6,0,No,4.3,7.5,Fail
102431,2026-04-07,Agent 032,Team A,Supervisor 1,General Inquiry,93.4,1,No,4.6,8.2,Pass
102432,2026-01-02,Agent 043,Team A,Supervisor 4,Technical Support,89.9,1,No,3.4,10.8,Pass
102433,2026-08-13,Agent 008,Team D,Supervisor 5,Verification,87.9,2,No,3.9,9.1,Pass
102434,2026-02-02,Agent 074,Team C,Supervisor 5,General Inquiry,99.5,2,No,5.0,7.1,Pass
102435,2026-08-21,Agent 089,Team D,Supervisor 4,Billing,85.3,1,No,3.6,12.7,Pass
102436,2026-07-24,Agent 059,Team B,Supervisor 5,Verification,86.9,3,No,4.4,6.3,Pass
102437,2026-06-07,Agent 011,Team C,Supervisor 3,Verification,100.0,4,No,3.4,8.4,Pass
102438,2026-06-10,Agent 028,Team B,Supervisor 2,Billing,75.0,1,No,2.9,6.9,Fail
102439,2026-03-18,Agent 097,Team B,Supervisor 3,General Inquiry,90.4,2,Yes,4.6,10.9,Pass
102440,2026-04-26,Agent 039,Team D,Supervisor 2,Technical Support,83.0,0,No,4.4,10.8,Fail
102441,2026-06-03,Agent 026,Team D,Supervisor 3,Verification,92.2,4,No,3.2,10.3,Pass
102442,2026-05-30,Agent 072,Team B,Supervisor 3,Billing,75.5,0,No,3.4,6.2,Fail
102443,2026-04-13,Agent 026,Team D,Supervisor 2,Verification,91.6,3,No,4.5,5.6,Pass
102444,2026-07-13,Agent 032,Team A,Supervisor 4,Retention,100.0,5,No,4.3,10.0,Pass
102445,2026-06-15,Agent 046,Team D,Supervisor 4,Verification,91.6,2,No,4.6,8.5,Pass
102446,2026-04-13,Agent 028,Team B,Supervisor 4,Technical Support,83.3,2,No,4.7,12.5,Fail
102447,2026-03-31,Agent 007,Team A,Supervisor 4,Verification,93.3,0,No,4.3,13.2,Pass
102448,2026-06-23,Agent 035,Team E,Supervisor 3,Retention,81.2,2,No,4.4,9.3,Fail
102449,2026-05-02,Agent 066,Team C,Supervisor 3,Billing,93.3,1,No,4.5,2.3,Pass
102450,2026-08-30,Agent 022,Team D,Supervisor 1,Verification,86.0,0,No,4.2,10.0,Pass
102451,2026-05-23,Agent 022,Team E,Supervisor 5,Retention,100.0,0,No,4.6,10.6,Pass
102452,2026-08-14,Agent 003,Team D,Supervisor 1,Technical Support,90.8,1,No,4.4,11.4,Pass
102453,2026-04-16,Agent 046,Team C,Supervisor 5,Retention,81.7,1,No,3.6,8.8,Fail
102454,2026-04-29,Agent 050,Team B,Supervisor 5,Technical Support,83.2,1,No,3.5,15.1,Fail
102455,2026-06-21,Agent 008,Team E,Supervisor 3,Verification,80.6,0,No,3.3,8.0,Fail
102456,2026-02-18,Agent 004,Team A,Supervisor 4,Technical Support,96.8,1,No,4.6,7.5,Pass
102457,2026-04-14,Agent 015,Team E,Supervisor 2,General Inquiry,89.6,2,No,3.6,8.9,Pass
102458,2026-07-22,Agent 044,Team D,Supervisor 3,Retention,96.4,1,No,4.5,9.5,Pass
102459,2026-03-02,Agent 039,Team C,Supervisor 2,Billing,80.3,2,No,3.5,8.7,Fail
102460,2026-07-14,Agent 076,Team B,Supervisor 1,General Inquiry,89.2,3,No,4.3,6.6,Pass
102461,2026-05-03,Agent 029,Team A,Supervisor 4,Verification,92.3,0,No,4.2,10.8,Pass
102462,2026-05-14,Agent 073,Team C,Supervisor 1,Retention,98.6,1,No,4.3,15.7,Pass
102463,2026-01-09,Agent 062,Team D,Supervisor 4,Retention,85.1,0,No,4.5,12.1,Pass
102464,2026-01-06,Agent 084,Team D,Supervisor 3,Retention,94.6,0,No,4.9,14.5,Pass
102465,2026-03-14,Agent 034,Team D,Supervisor 2,Verification,84.1,0,No,4.1,9.7,Fail
102466,2026-04-13,Agent 026,Team E,Supervisor 4,Verification,98.4,1,No,4.9,7.8,Pass
102467,2026-08-11,Agent 085,Team E,Supervisor 5,Billing,100.0,3,No,4.1,11.0,Pass
102468,2026-06-09,Agent 087,Team C,Supervisor 3,Billing,84.8,2,No,4.3,5.5,Fail
102469,2026-02-10,Agent 018,Team A,Supervisor 3,Technical Support,87.2,1,Yes,3.2,10.9,Pass
102470,2026-04-24,Agent 063,Team C,Supervisor 4,Billing,79.5,0,No,3.6,9.4,Fail
102471,2026-07-23,Agent 052,Team E,Supervisor 4,Verification,77.4,2,No,3.5,7.4,Fail
102472,2026-01-08,Agent 054,Team C,Supervisor 1,General Inquiry,98.7,1,No,4.7,5.9,Pass
102473,2026-03-13,Agent 088,Team B,Supervisor 3,Retention,93.9,1,No,4.2,9.2,Pass
102474,2026-06-27,Agent 042,Team D,Supervisor 5,Billing,86.8,0,No,4.5,6.4,Pass
102475,2026-04-02,Agent 093,Team D,Supervisor 2,Technical Support,83.7,0,No,4.5,12.9,Fail
102476,2026-03-03,Agent 054,Team E,Supervisor 5,Technical Support,89.6,0,No,4.1,7.7,Pass
102477,2026-03-25,Agent 052,Team C,Supervisor 2,General Inquiry,94.2,4,No,4.9,12.4,Pass
102478,2026-03-03,Agent 013,Team E,Supervisor 1,Retention,99.5,1,No,5.0,10.6,Pass
102479,2026-04-21,Agent 032,Team B,Supervisor 4,Verification,76.3,0,No,3.7,3.2,Fail
102480,2026-05-07,Agent 083,Team E,Supervisor 2,Technical Support,93.4,2,No,4.0,12.4,Pass
102481,2026-01-07,Agent 081,Team B,Supervisor 5,Billing,82.9,3,No,3.6,6.6,Fail
102482,2026-07-22,Agent 066,Team E,Supervisor 4,Verification,86.2,0,No,4.3,9.7,Pass
102483,2026-03-25,Agent 082,Team E,Supervisor 5,General Inquiry,100.0,0,No,4.4,8.6,Pass
102484,2026-07-27,Agent 058,Team D,Supervisor 1,Verification,95.4,2,No,5.0,5.3,Pass
102485,2026-05-12,Agent 039,Team D,Supervisor 1,Verification,87.8,2,No,3.4,4.6,Pass
102486,2026-05-14,Agent 027,Team E,Supervisor 5,General Inquiry,95.4,2,No,3.1,7.9,Pass
102487,2026-02-27,Agent 078,Team B,Supervisor 5,Retention,78.9,1,No,3.9,9.8,Fail
102488,2026-01-22,Agent 054,Team C,Supervisor 5,Technical Support,94.4,2,No,4.0,8.5,Pass
102489,2026-06-03,Agent 079,Team E,Supervisor 2,Verification,100.0,1,No,4.5,11.0,Pass
102490,2026-05-07,Agent 072,Team D,Supervisor 3,Billing,95.4,3,No,5.0,9.5,Pass
